0111,1
0112,1
0113,1
0114,1
0121,1
0122,1
0123,1
0124,1
0131,1
0132,1
0133,1
0134,1
0211,2
0212,2
0213,2
0214,2
0215,2
0221,2
0222,2
0223,2
0224,2
0225,2
0231,2
0232,2
0233,2
0234,2
0235,2
0310,3
0311,3
0312,3
0313,3
0314,3
0321,3
0322,3
0323,3
0324,3
0331,3
0332,3
0333,3
0334,3
0411,4
0412,4
0413,4
0414,4
0421,4
0422,4
0423,4
0424,4
0430,4
0431,4
0432,4
0433,4
0434,4
0511,5
0512,5
0513,5
0522,5
0523,5
0524,5
0531,5
0532,5
0533,5
0611,6
0612,6
0613,6
0614,6
0621,6
0622,6
0623,6
0624,6
0631,6
0632,6
0633,6
0634,6
0711,7
0712,7
0713,7
0714,7
0715,7
0722,7
0723,7
0724,7
0725,7
0726,7
0731,7
0732,7
0733,7
0734,7
0735,7
0811,8
0812,8
0813,8
0814,8
0815,8
0821,8
0822,8
0823,8
0824,8
0825,8
0831,8
0832,8
0833,8
0834,8
0835,8
0911,9
0912,9
0913,9
0914,9
0915,9
0921,9
0922,9
0923,9
0924,9
0925,9
0931,9
0932,9
0933,9
0934,9
0935,9
1011,10
1012,10
1013,10
1014,10
1021,10
1022,10
1023,10
1024,10
1031,10
1032,10
1033,10
1034,10
1111,11
1112,11
1113,11
1114,11
1115,11
1121,11
1122,11
1123,11
1124,11
1125,11
1131,11
1132,11
1133,11
1134,11
1135,11
1211,12
1212,12
1213,12
1214,12
1215,12
1221,12
1222,12
1223,12
1224,12
1225,12
1231,12
1232,12
1233,12
1234,12
1235,12
1311,13
1312,13
1313,13
1322,13
1323,13
1324,13
1331,13
1332,13
1333,13
1411,14
1412,14
1413,14
1414,14
1421,14
1422,14
1423,14
1424,14
1431,14
1432,14
1433,14
1434,14
1511,15
1512,15
1513,15
1522,15
1523,15
1524,15
1531,15
1532,15
1533,15
1611,16
1612,16
1613,16
1614,16
1621,16
1622,16
1623,16
1624,16
1631,16
1632,16
1633,16
1634,16
1651,16
1652,16
1653,16
1654,16
1655,16
1711,17
1712,17
1713,17
1722,17
1723,17
1724,17
1731,17
1732,17
1733,17
1811,18
1812,18
1813,18
1814,18
1821,18
1822,18
1823,18
1824,18
1831,18
1832,18
1833,18
1834,18
1911,19
1912,19
1913,19
1914,19
1915,19
1921,19
1922,19
1923,19
1924,19
1925,19
1931,19
1932,19
1933,19
1934,19
1935,19
2011,20
2012,20
2013,20
2022,20
2023,20
2024,20
2031,20
2032,20
2033,20
2111,21
2112,21
2113,21
2122,21
2123,21
2124,21
2131,21
2132,21
2133,21
2211,22
2212,22
2213,22
2221,22
2222,22
2223,22
2232,22
2233,22
2234,22
2311,23
2312,23
2313,23
2322,23
2323,23
2324,23
2331,23
2332,23
2333,23
2411,24
2412,24
2413,24
2422,24
2423,24
2424,24
2431,24
2432,24
2433,24
2511,25
2512,25
2513,25
2514,25
2515,25
2521,25
2522,25
2523,25
2524,25
2525,25
2531,25
2532,25
2533,25
2534,25
2535,25
